OBJECTID,GEOID,GEOG,2000_POP,2010_POP,2020_POP,2020_HH,2020_HH_SIZE,TOT_POP,UND5,A5_19,A20_34,A35_49,A50_64,A65_74,A75_84,OV85,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,TOT_WRKR16OV,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,AGG_TT,NO_VEH,ONE_VEH,TWO_VEH,THREEOM_VEH,POP_25OV,LT_HS,HS,SOME_COLL,ASSOC,BACH,GRAD_PROF,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,INCPERCAP,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_5_9UN,HU_10_19UN,HU_GT_19UN,HU_MOBILE,MED_ROOMS,HA_AFT2000,HA_70_00,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,CASHRENT_HH,RENT_LT500,RENT_500_999,RENT_1000_1499,RENT_1500_2499,RENT_GT2500,MED_RENT,COMPUTER,ONLY_SMARTPHONE,NO_COMPUTER,INTERNET,BROADBAND,NO_INTERNET,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,IDES_START_EMP,IDES_MID_EMP,IDES_CURR_EMP,AVG_VMT,RET_SALES,GEN_MERCH,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,TRANSIT_LOW_PCT,TRANSIT_MOD_PCT,TRANSIT_HIGH_PCT,WALKABLE_LOW_PCT,WALKABLE_MOD_PCT,WALKABLE_HIGH_PCT,OPEN_SPACE_PER_1000,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc,CT_1PHH,CT_2PHH,CT_3PHH,CT_4MPHH,CT_FAM_HH,CT_SP_WCHILD,CT_NONFAM_HH,HCUND20K,HCUND20K_LT20PCT,HCUND20K_20_29PCT,HCUND20K_30MPCT,HC20Kto49K,HC20Kto49K_LT20PCT,HC20Kto49K_20_29PCT,HC20Kto49K_30MPCT,HC50Kto75K,HC50Kto75K_LT20PCT,HC50Kto75K_20_29PCT,HC50Kto75K_30MPCT,HCOV75K,HCOV75K_LT20PCT,HCOV75K_20_29PCT,HCOV75K_30MPCT,NATIVE,FOR_BORN,POP_OV5,NOT_ENGLISH,LING_ISO,ENGLISH,SPANISH,SLAVIC,CHINESE,TAGALOG,ARABIC,KOREAN,OTHER_ASIAN,OTHER_EURO,OTHER_UNSPEC,2000_WHITE,2000_HISP,2000_BLACK,2000_ASIAN,2000_OTHER,2000_UND19,2000_A20_34,2000_A35_49,2000_A50_64,2000_OV65,2000_MED_AGE,2000_TOT_HH,2000_OWN_OCC_HU,2000_RENT_OCC_HU,2000_VAC_HU,2000_HU_TOT,2000_LT_HS,2000_HS,2000_SOME_COLL,2000_ASSOC,2000_BACH,2000_GRAD_PROF,2000_POP_25OV,HT_Cost_Typical,HT_Cost_Mod,H_Cost_Typical,H_Cost_Mod,T_Cost_Typical,T_Cost_Mod,highly_walkable_pop_pct,highly_walkable_emp_pct,assoc_plus_pct,in_lbr_frc_pct,pct_pop_access_4_acres_per_1k,pct_pop_access_10_acres_per_1k,impervious_acres_per_hh,modhigh_ta_pop_pct,modhigh_ta_emp_pct,nonsov_pct
62,46,South Chicago,38596,31198,27300,11017,2.463647091,30399,1950,6828,6496,5107,5475,2365,1523,655,34.76660401,1286,6581,22082,116,334,30238,23267,14144,11808,2304,9123,11429,723,10706,6329,678,3307,257,135,466465,3896,3967,2726,662,19077,3701,5613,4121,1756,2388,1498,3914,2939,1582,1097,1433,286,40003.64431,20518.94325,11251,4837,6414,3263,14514,4925,212,3425,2768,1859,452,866,7,5.709064327,330,1047,4357,8780,1931.326879,2774,4995,4448,1377,920,2337,2058,217,213,152304.6398,6178,887,3140,1620,510,21,874.4152047,9647,2868,1604,9519,9147,1732,8539,Health Care,Administration,Retail Trade,Accommodation and Food Service,Education,1580,961,860,828,769,2210,Health Care,Retail Trade,Construction,Education,Accommodation and Food Service,913,301,223,167,140,Outside of Chicago,The Loop,Near North Side,Near West Side,South Chicago,3333,1557,638,463,166,Outside of Chicago,East Side,South Chicago,South Deering,South Shore,976,181,166,66,64,,,,10748.06118,,,,,,,,,,0.00334568,0,0.99665432,0,0,1,2.451162797,2140.676022,364.8770851,0.170449466,266.1909343,0.124349005,23.16148104,0.010819704,69.46450449,0.032449798,75.07614326,0.035071231,33.13994671,0.015481066,635.5844018,0.296908264,0,0,118.3972819,0.055308361,554.7842432,0.259163104,3954,2910,1754,2633,6428,1747,4823,2839,61,303,2475,3465,630,883,1952,1567,721,507,339,2809,2341,418,50,26822,3577,28449,6670,2737,21779,5050,33,55,3,0,36,8,481,1004,1135,10565,26253,49,594,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.280878218,0.769655413,0.189218647,0,0.13487871,0.996537282,0.997779892,0.47355959
63,51,South Deering,16990,15109,14105,5311,2.646017699,15198,660,3721,2490,3315,2429,1656,648,279,37.87747036,787,4850,9526,1,34,15133,11881,6689,5818,871,5192,5690,260,5430,3511,472,1330,42,75,210980,1312,2423,1208,587,9936,1876,3027,2421,785,1321,506,2255,1061,983,459,537,235,32103.82514,21069.49954,5530,2729,2801,834,6364,2951,1534,698,809,234,22,116,0,5.854509218,84,297,3387,2596,1942.637264,315,2451,2818,550,230,2173,476,71,9,105079.2011,2791,602,979,833,342,35,926.0956175,5049,1369,481,4782,4724,748,4769,Health Care,Administration,Education,Accommodation and Food Service,Retail Trade,865,494,460,439,436,7488,Manufacturing,Wholesale Trade,Transportation,Retail Trade,Administration,5511,363,280,279,278,Outside of Chicago,The Loop,Near North Side,Near West Side,South Deering,1795,945,328,268,140,Outside of Chicago,East Side,South Deering,Roseland,Hegewisch,5600,179,140,107,94,,,,13019.87245,,,,,,,,,,0.256639259,0,0.743360741,0.311552844,0.42516237,0.263284786,2.224320881,6974.221183,414.687113,0.059459989,60.9154623,0.008734375,7.545977969,0.001081981,67.10430836,0.009621764,37.97668095,0.005445293,693.433984,0.099428161,4496.986067,0.644801183,0,0,613.0472476,0.087901893,582.5243414,0.083525361,1739,1588,1016,1187,3534,996,1996,1652,136,171,1345,1618,335,325,958,983,547,321,115,1231,1146,11,74,13573,1625,14538,3839,1474,10699,3249,276,0,0,0,10,0,168,136,1287,5176,10335,8,184,,,,,,,,,,,,,,,,,,,,,,,,,0.359101472,0.096439169,0.249311997,0.708208955,0,0,0.581445381,0.99533686,0.210479835,0.350147783
64,30,South Lawndale,91071,79288,71399,20069,3.301709104,70281,4140,13864,19424,14424,10153,5192,2271,813,33.18538791,4070,56815,8785,301,310,60346,55946,27409,24602,2792,28537,24117,1313,22804,13289,3720,4065,1470,260,793385,3876,8978,4275,2286,45914,17844,15459,5756,1763,3882,1210,5338,6735,2920,1716,1611,1095,38953.14353,15854.69895,19415,7977,11438,2213,21628,4673,504,7273,6337,1934,69,584,254,5.271754304,406,3263,5100,12859,1932.048371,2765,11439,5170,1558,696,2178,4683,871,245,172597.354,11197,595,7219,2914,461,8,874.9078462,16398,3842,3017,15149,14688,4266,17404,Manufacturing,Administration,Accommodation and Food Service,Retail Trade,Health Care,2576,2225,2003,1894,1888,10573,Health Care,Manufacturing,Transportation,Accommodation and Food Service,Retail Trade,2239,1806,1686,1188,1002,Outside of Chicago,The Loop,Near West Side,Near North Side,South Lawndale,7706,1931,982,916,807,Outside of Chicago,South Lawndale,Austin,West Lawn,Chicago Lawn,4864,807,204,188,182,,,,11062.13377,,,,,,,,,,0,0,1,0.024433695,0.01857051,0.956995794,1.595226916,2938.440433,236.6662233,0.08054144,435.6630937,0.148263374,45.13813038,0.015361254,114.6046919,0.039001877,317.828278,0.108162233,455.0890786,0.154874359,1059.052749,0.36041321,0,0,47.53348554,0.016176433,226.8647026,0.07720582,4875,5084,2876,6580,13399,2413,6016,3118,10,116,2992,8394,892,2206,5296,2885,1229,1094,562,4378,3479,809,90,44162,26119,66141,49643,24832,16498,49196,83,103,8,6,0,146,91,10,3210,75613,11759,116,373,,,,,,,,,,,,,,,,,,,,,,,,,0.997844944,0.747040498,0.141878582,0.571389559,0,0,0.113355224,1,1,0.464626212
65,43,South Shore,61556,52010,53971,25748,2.060043499,54873,3642,9327,12902,10315,10882,5003,1846,956,36.92890586,1517,1514,50805,295,742,53816,43549.99454,28317.44763,23981.29051,4336.157119,15232.54692,23632.69422,1673.489089,21959.20513,11786.17867,1151.069285,7850.046645,629.5962902,542.314239,904452.6773,10233.49432,11324.64409,3057.948591,1024.267919,38975,3989,9800,12020,3336,5654,4176,9214,5946,4875,2325,2025,1285,38020.21904,27733.87664,25670,6364,19306,5532,31202,3563,733,3021,4905,8071,2265,8618,26,5.124686087,647,4306,11469,14780,1942.143603,11494,10031,6963,2119,595,2537,2593,648,564,172075.2089,18945,1684,7966,7643,1530,122,992.8079417,22823,5061,2847,21705,21074,3965,16930,Health Care,Administration,Accommodation and Food Service,Education,Retail Trade,3479,2062,1688,1559,1470,2911,Health Care,Retail Trade,Other Service,Construction,Administration,958,684,287,237,212,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,5374,3595,1621,1125,478,Outside of Chicago,South Shore,Auburn Gresham,Chatham,Greater Grand Crossing,1083,323,95,91,86,,,,8937.509254,,,,,,,,,,0,0,1,0,0.000263181,0.999736819,3.911524442,1877.274455,373.3384159,0.198872581,461.8109736,0.246000776,19.23793719,0.010247802,92.04003025,0.049028542,72.38484031,0.038558475,12.3546261,0.006581151,621.1660822,0.330887197,0.071970941,3.83E-05,141.3203327,0.075279527,83.54924612,0.044505611,13341,6106,2977,3246,10491,3794,15179,6382.475037,189,412.6193772,5780.85566,7331.949086,665.5452299,1776.238754,4890.165101,4878.284726,1866.922887,2190.016312,821.3455264,5511.64607,4084.981216,1184.487395,242.1774592,52317.41189,2266.488271,50985.18303,2836.310147,1139.366612,48148.87289,1046.680851,63.73649755,22,47.12247681,109,17.8066012,52.94680851,966.8767049,510.1402073,703,636,59405,85,727,,,,,,,,,,,,,,,,,,,,,,,,,0.999741397,0.999650105,0.337230861,0.776585451,0.263752461,0.090891078,0.049558386,1,1,0.50914719
66,32,The Loop,16388,29283,42298,24134,1.607897572,39834,1120,3250,19033,7918,4709,2681,852,271,32.31474349,22569,4133,3207,8328,1597,36199,37641,27850,25999,1833,9791,25734,5539,20195,5497,217,4990,8561,930,554370,10316,9470,2070,6,30812,819,1265,2432,1004,11535,13757,2090,1918,2301,2738,4968,7847,115987.78,100698.1831,21862,7579,14283,3772,25634,626,356,123,81,83,113,24203,49,3.56601812,13612,5328,2113,4581,2001.025939,14141,8700,2591,178,24,368,1698,3169,1848,393921.0694,14192,293,320,839,8055,4685,2261.476059,21478,205,384,21406,19368,456,19489,Professional,Finance,Health Care,Education,Administration,4163,2584,2074,1595,1321,438790,Professional,Finance,Education,Public Administration,Administration,103408,78372,56503,48481,33797,The Loop,Outside of Chicago,Near North Side,Near West Side,Hyde Park,8082,4679,2049,1838,576,Outside of Chicago,Lake View,Near North Side,West Town,Lincoln Park,196209,17866,17836,11855,11089,,,,6156.883278,,,,,,,,,,0,0,1,0,0,1,6.24132932,1059.369068,7.622000148,0.007194849,98.62354983,0.093096498,9.078093775,0.00856934,205.2456955,0.193743334,36.16269331,0.034136067,0.819463359,0.000773539,427.2797597,0.403334185,0,0,257.1428295,0.242732054,17.39498297,0.016420135,11292,8430,1484,656,6884,509,14978,1146,19,115,1012,2117,88,50,1979,2301,68,402,1831,15535,8231,5242,2062,28864,10970,38714,11732,2643,26982,2761,1065,3026,289,201,347,1044,2717,282,10169,975,3221,1625,398,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.855558093,0.813695969,0.961165787,0.099298988,0.034466471,1,1,0.748823971
67,3,Uptown,63551,56362,57182,32215,1.709824616,59119,2599,5073,20548,13044,10869,3604,2230,1152,36.33310111,31270,8549,10681,6457,2162,57016,52933,39156,37542,1572,13777,37143,6660,30483,11628,1201,14561,2511,582,1088900,12982,14654,3808,372,46717,4264,5515,7170,2461,16090,11217,7518,5745,5343,3901,4402,4907,61168.83117,45278.25878,31816,10030,21786,2832,34648,1496,628,1201,2271,6865,3185,18960,42,4.276954639,2794,7527,8519,15808,1946.130206,17912,10612,4878,1020,226,1285,3558,3829,1276,304880.775,21367,2782,5206,7250,5324,805,1189.13135,29998,2795,1818,28660,27244,3156,27847,Professional,Health Care,Accommodation and Food Service,Education,Finance,4064,3745,2846,2535,2322,12034,Health Care,Education,Real Estate,Retail Trade,Accommodation and Food Service,4694,1333,1202,1152,1013,Outside of Chicago,The Loop,Near North Side,Near West Side,Uptown,7909,6697,3880,1947,1158,Outside of Chicago,Uptown,Edgewater,West Ridge,Rogers Park,3877,1158,570,543,469,,,,6667.141137,,,,,,,,,,0,0,1,4.27E-05,0.002747683,0.997209607,5.993690318,1487.394987,87.13912305,0.058585059,347.8829029,0.233887371,32.79977765,0.022051827,65.89243416,0.044300562,238.7166503,0.160493112,8.081803127,0.005433529,342.3854536,0.230191346,0,0,352.6674171,0.237104078,11.82942505,0.007953116,17121,9775,2581,2339,10161,1207,21655,5544,219,621,4704,6827,815,1399,4613,5316,1264,2048,2004,13080,8368,3675,1037,44876,14243,56520,18813,7070,37707,5865,2163,500,455,518,438,2376,2784,3714,26784,12674,13415,8206,2472,,,,,,,,,,,,,,,,,,,,,,,,,0.999524648,0.987426531,0.623399426,0.840954678,0.656498096,0,0.029290303,1,1,0.677969768
68,73,Washington Heights,29843,26493,25065,9538,2.610715035,26676,1402,4993,4695,4887,5621,2513,1552,1013,43.10309802,386,261,25647,32,350,26450,21946,12437,10632,1796,9509,10382,865,9517,6049,443,2330,178,517,386285,1667,4111,2811,893,18494,2012,4990,5336,1617,2711,1828,2432,1871,1710,1176,1407,886,55427.50929,26003.86096,9482,6484,2998,1248,10730,7878,287,493,908,608,211,345,0,6.394592855,438,756,6656,2880,1951.143082,788,2616,4405,2296,625,3319,2853,221,87,147141.8234,2869,291,961,1021,576,20,1067.995529,8619,1500,863,8111,7845,1371,9251,Health Care,Education,Administration,Transportation,Retail Trade,1616,1159,900,847,833,1587,Health Care,Retail Trade,Education,Accommodation and Food Service,Other Service,452,325,297,151,90,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,3186,2246,799,558,172,Outside of Chicago,Washington Heights,Auburn Gresham,Roseland,South Shore,745,85,67,62,42,,,,13886.69216,,,,,,,,,,0,0,1,0,0,1,2.160968248,1828.185332,804.3789385,0.439987634,68.43812216,0.037435002,9.288657166,0.005080807,54.15715532,0.029623449,86.40785124,0.047264273,36.03881517,0.019712889,678.1806621,0.370958376,0,0,47.35855796,0.025904681,43.93657288,0.024032888,3027,2806,1613,2036,6178,993,3304,1745,15,58,1672,2273,479,411,1383,1642,676,615,351,3451,2749,582,120,26452,224,25274,613,57,24661,161,1,12,0,1,0,49,323,66,193,231,29108,9,302,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.346687211,0.732087429,0.174966421,0,0.120682322,1,1,0.349834663
69,40,Washington Park,14146,11717,12707,5168,2.447174923,11607,791,3365,2379,2282,1761,763,176,90,31.21376812,211,256,10897,0,243,11559,8340,5088,4045,1043,3252,3882,481,3401,1762,175,1232,144,88,129095,2229,2072,419,224,6854,1164,1983,2065,337,802,503,2551,1012,624,360,291,106,23827.89318,16654.52511,4944,711,4233,1073,6017,225,115,422,1289,1735,593,1621,17,4.877545692,943,1344,1791,1939,1958.651203,1449,2446,1530,442,150,281,304,77,49,183993.9024,4077,931,1111,1374,661,0,998.90625,4320,1329,624,4163,4077,781,3719,Health Care,Administration,Education,Retail Trade,Accommodation and Food Service,724,436,425,369,360,1111,Arts and Entertainment,Education,Retail Trade,Other Service,Health Care,564,188,56,53,46,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,1122,756,374,248,96,Outside of Chicago,Hyde Park,South Shore,Kenwood,Grand Boulevard,430,47,29,25,25,,,,8537.979945,,,,,,,,,,0,0,1,0,0,1,8.869107266,972.7704648,15.63675704,0.016074457,126.9306505,0.13048366,4.266882112,0.00438632,20.43498226,0.021006993,46.56257384,0.047865941,8.785814175,0.009031744,229.7645866,0.236196097,0,0,350.8499479,0.360670847,169.5382705,0.174283941,2246,1265,582,851,2487,1268,2457,1813,40,237,1536,1317,94,155,1068,605,155,349,101,757,457,242,58,11172,435,10816,864,407,9952,490,0,16,0,0,0,0,13,345,74,134,13798,5,135,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.248352683,0.68708166,1,0.37566185,0.102610945,1,1,0.522240991
70,62,West Elsdon,15921,18109,18394,5258,3.495435527,18022,1138,4022,3913,3684,2885,1291,856,233,34.72542073,2677,14584,132,604,25,18009,13834,8998,8082,916,4836,7929,318,7611,4668,1189,1314,274,166,265675,726,1860,1763,1116,11682,3083,3836,2187,643,1358,575,1109,1284,1014,682,637,739,58064.13302,25873.76973,5465,3946,1519,313,5778,3917,129,807,501,322,17,10,75,6.112879884,109,737,4255,677,1954.855346,237,1926,2218,998,399,600,3102,214,30,205409.2192,1493,36,635,682,140,0,1032.826087,4535,225,930,4559,4445,906,7000,Manufacturing,Accommodation and Food Service,Retail Trade,Administration,Health Care,904,790,752,698,672,1528,Retail Trade,Accommodation and Food Service,Finance,Health Care,Manufacturing,526,292,123,112,104,Outside of Chicago,The Loop,Near North Side,Near West Side,Lower West Side,2901,1097,454,432,142,Outside of Chicago,West Elsdon,West Lawn,Chicago Lawn,Brighton Park,687,125,58,41,40,,,,14304.94928,,,,,,,,,,0,0,1,0,0,1,1.272836715,750.9435013,338.6043866,0.450905276,44.67929137,0.05949754,4.938753663,0.006576731,47.20739223,0.062864106,15.27799077,0.02034506,35.54757933,0.047337222,239.9703443,0.319558454,0,0,16.05871247,0.021384715,8.659050698,0.011530895,1488,937,751,2289,3935,696,1530,427,0,18,409,1882,324,413,1145,1014,406,317,291,2058,1696,325,37,12204,5818,16884,12763,5457,4121,11484,584,518,0,0,0,78,98,1,7461,7875,74,136,375,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.222849696,0.817595753,0,0,0.10095778,1,1,0.359604694
71,67,West Englewood,45282,35505,29647,9971,2.964898205,26282,1819,4710,5110,3937,5325,2835,2015,531,40.88175676,331,3248,22133,44,526,26026,21118,10249,7950,2299,10869,7513,387,7126,4264,655,2046,83,78,280235,3390,4256,1527,590,18133,3682,7497,3848,1189,1277,640,4345,2644,1126,655,637,356,28374.21384,18048.6482,9763,4421,5342,2985,12748,6714,169,3425,1518,287,185,426,24,5.940870018,433,1318,4098,6899,1936.195101,1120,4057,4655,1818,1098,3121,1157,78,38,99794.87179,5054,694,1922,1906,500,32,975.6830601,7726,2019,2037,7090,6586,2673,9753,Health Care,Administration,Accommodation and Food Service,Retail Trade,Transportation,1729,1241,1054,984,865,1337,Health Care,Retail Trade,Education,Accommodation and Food Service,Other Service,473,371,137,89,66,Outside of Chicago,The Loop,Near North Side,Near West Side,Lower West Side,3954,1515,694,495,144,Outside of Chicago,West Englewood,Chicago Lawn,Auburn Gresham,Roseland,591,55,51,39,29,,,,9720.787831,,,,,,,,,,0,0,1,0,0,1,2.164533295,2019.001192,482.9461489,0.239200527,189.7455341,0.093979902,16.25130301,0.00804918,52.63499566,0.026069819,94.93591522,0.047021228,41.66476802,0.020636327,754.7143138,0.373805779,0,0,85.07240011,0.042135884,301.0358131,0.149101355,3836,2258,1441,2228,5571,1357,4192,2879,174,150,2555,3592,633,702,2257,1076,455,462,159,1629,1404,225,0,24594,1688,24463,2887,1399,21576,2706,5,67,0,0,0,23,45,41,164,459,44271,29,359,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.185166442,0.668851304,0.119694444,0,0.129875708,1,1,0.445047669
72,26,West Garfield Park,23019,18001,17433,6573,2.593184239,17289,1235,3761,4000,2781,3446,1140,709,217,33.64285714,439,702,15961,13,174,16944,13284,7410,5668,1672,5874,5559,459,5100,2986,247,1656,92,119,192375,2168,2270,974,408,10951,2612,3770,3127,695,515,232,2352,1557,850,471,431,159,35232.55814,16521.75915,5820,1592,4228,1808,7628,901,138,2984,1997,439,291,841,37,5.843979058,497,823,2060,4248,1934.891714,1287,2119,3169,768,285,600,767,160,65,183421.0526,4005,449,1260,1635,661,0,1072.720515,4928,1109,892,4733,4586,1087,5633,Health Care,Administration,Retail Trade,Accommodation and Food Service,Transportation,1021,713,631,577,465,1899,Manufacturing,Retail Trade,Administration,Health Care,Construction,403,391,344,225,171,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,2424,748,357,300,143,Outside of Chicago,Austin,West Town,Near North Side,Portage Park,928,63,42,39,38,,,,10370.7525,,,,,,,,,,0,0,1,0,0,1,3.251751754,828.5778246,50.03969145,0.060392265,184.3522822,0.222492416,8.981452396,0.0108396,35.91434104,0.04334456,44.22256141,0.053371645,37.82969123,0.045656171,333.6664951,0.402697834,0,0,4.923471617,0.005942075,128.6478382,0.155263434,2011,1419,932,1458,3607,1238,2213,1695,21,73,1601,1757,60,424,1273,839,312,170,357,1061,910,128,23,17099,190,16054,622,158,15432,598,0,0,0,0,0,0,18,6,133,201,22564,18,103,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.127430423,0.654474065,0.678183672,0,0.094223195,1,1,0.486937299
73,65,West Lawn,29235,33355,33662,9244,3.635114669,32398,2633,7698,6674,7204,4615,1788,1534,252,32.89556136,3995,27295,766,195,147,32376,24313,15652,14066,1586,8661,13883,538,13345,8942,2389,1594,280,140,473510,1199,3137,3134,2060,19716,5104,7400,3171,1109,2052,880,1898,2038,1489,1432,1613,1060,61456.90834,24284.56189,9530,6702,2828,494,10024,6822,98,1513,550,301,341,392,7,5.971595047,429,1210,6636,1749,1955.334935,568,3040,3419,2231,766,1166,5180,252,72,205053.1915,2644,93,1242,988,306,15,997.8441128,8305,1210,1225,8080,7919,1450,12484,Manufacturing,Accommodation and Food Service,Health Care,Administration,Retail Trade,1672,1426,1360,1236,1213,7074,Manufacturing,Administration,Retail Trade,Accommodation and Food Service,Education,2128,1774,879,576,461,Outside of Chicago,The Loop,Near North Side,Near West Side,West Lawn,5382,1916,722,657,411,Outside of Chicago,West Lawn,Chicago Lawn,Gage Park,Ashburn,3131,411,363,220,218,,,,14828.17993,,,,,,,,,,0,0,1,0.08000621,0.066188837,0.853804953,1.549122801,1889.6993,613.8119318,0.324819897,85.98080447,0.045499728,9.724614677,0.005146118,169.5516406,0.089724138,105.7792854,0.055976782,183.2025246,0.096947977,636.6973066,0.336930488,0,0,35.5490577,0.018812018,49.4021338,0.026142854,2509,1762,1552,3707,6691,1120,2839,843,8,28,807,2847,331,396,2120,1466,588,326,552,4050,3181,753,116,21897,10501,29765,23119,9581,6646,22228,456,0,62,0,0,17,356,0,12540,15179,760,272,484,,,,,,,,,,,,,,,,,,,,,,,,,0.927448276,0.454832282,0.17229888,0.789833499,0.026698607,0,0.154499322,1,1,0.293068565
74,53,West Pullman,36649,29651,26104,9650,2.703316062,26951,1674,5365,6151,4507,4977,2374,1486,417,36.28141831,153,1790,24377,0,631,26938,21132,12911,10342,2569,8221,10013,586,9427,6570,1080,1333,259,185,370845,1931,4070,2138,1186,17673,2135,5433,5420,1528,1824,1333,2490,2262,1349,1248,1413,563,48635.67073,23696.1578,9325,5691,3634,2310,11635,8079,320,1821,733,92,119,429,42,6.279151404,650,1219,6083,3683,1953.323864,988,2537,5724,1646,740,4070,1405,147,35,121036.9318,3453,319,1219,689,1217,9,1113.554217,8120,1106,1205,7540,7361,1785,8858,Health Care,Administration,Education,Retail Trade,Transportation,1750,949,855,835,831,945,Manufacturing,Retail Trade,Wholesale Trade,Health Care,Construction,260,248,102,92,54,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,3844,1710,631,411,120,Outside of Chicago,West Pullman,Roseland,Chicago Lawn,South Shore,584,47,19,17,17,,,,14041.85826,,,,,,,,,,0,0,1,0,0.091746382,0.908253618,2.882989196,2281.111049,850.6551076,0.372912624,117.3384765,0.051439178,11.38939842,0.004992917,44.09390308,0.019330012,85.84277166,0.037632,59.46788271,0.026069701,797.7376027,0.349714497,0.212535812,9.32E-05,87.39654775,0.038313149,226.9768227,0.09950275,3051,2683,1333,2258,5982,1477,3343,1645,88,41,1516,2579,503,393,1683,1349,521,545,283,3195,2575,580,40,25973,978,25277,1741,661,23536,1557,1,0,0,0,0,0,60,123,328,1699,34277,16,329,,,,,,,,,,,,,,,,,,,,,,,,,0.909574468,0.874165872,0.250146662,0.783332262,0.18297377,0,0.13873946,1,1,0.334057899
